TOSPCD,TOSPDSC
SB811J,"JOINTS (LOWER LIMB), LOOSE BODIES, REMOVAL"
SB812J,"BONE/JOINTS (LOWER LIMB), MAJOR CRUSH INJURIES, WOUND DEBRIDEMENT"
SB813J,"JOINTS (LOWER LIMB, EXCEPT HIP), SEPTIC ARTHRITIS, DRAINAGE WITH CURETTAGE AND DEBRIDEMENT"
SB814J,"JOINTS (LOWER LIMB, EXCEPT HIP), SEPTIC ARTHRITIS, SIMPLE DRAINAGE"
SB816J,"JOINTS (LOWER LIMB), VARIOUS LESIONS, EPIPHYSIOLYSIS WITH/WITHOUT MICROSURGERY"
SB817J,"JOINTS (OTHER THAN FINGER), VARIOUS LESIONS, TOTAL JOINT REPLACEMENT"
SB818J,"JOINTS (OTHER THAN HAND AND WRIST), VARIOUS LESIONS, ARTHRODESIS"
SB819J,"JOINTS (WRIST, DISTAL RADIOULNAR JOINT), SYNOVITIS, SYNOVECTOMY"
SB820J,"JOINTS (TEMPORO-MANDIBULAR), DISLOCATION, REDUCTION WITHOUT GENERAL ANAESTHESIA"
SB821J,"JOINTS (TEMPORO-MANDIBULAR), DISLOCATION, REDUCTION UNDER GENERAL ANAESTHESIA"
SB822J,"JOINTS (TEMPORO-MANDIBULAR), VARIOUS LESIONS, CONDYLECTOMY WITH RECONSTRUCTION (UNILATERAL)"
SB823J,"JOINTS (TEMPORO-MANDIBULAR), VARIOUS LESIONS, RECONSTRUCTION (UNILATERAL)"
SB824J,"JOINTS (TEMPORO-MANDIBULAR), VARIOUS LESIONS, PLICATION OF DISC"
SB825J,"JOINTS (UPPER LIMB), CONTRACTURE, CAPSULECTOMY/CAPSULOTOMY (MULTIPLE)"
SB826J,"JOINTS (UPPER LIMB), DEFORMITIES/CONTRACTURE, CORRECTIVE SURGERY"
SB828J,"JOINTS (UPPER LIMB), FRACTURES/DISLOCATION/SPRAIN, FULL CAST"
SB831J,"JOINTS (UPPER LIMB, EXCEPT SHOULDER), SEPTIC ARTHRITIS, DRAINAGE WITH CURRETAGE AND DEBRIDEMENT"
SB832J,"JOINTS (UPPER LIMB, EXCEPT SHOULDER), SEPTIC ARTHRITIS, SIMPLE DRAINAGE"
SB834J,"JOINTS (UPPER LIMB), VARIOUS LESIONS, VASCULARISED JOINT TRANSFER"
SB835J,"JOINTS (WRIST), VARIOUS LESIONS, ARTHRODESIS"
SB700K,"KNEE, ARTHROSCOPY, KNEE LIGAMENT RECONSTRUCTION (1 OR MORE)"
SB701K,"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MIS ACL OR PCL RECONSTRUCTION"
SB702K,"KNEE, HEMARTHROSIS, ASPIRATION UNDER LOCAL ANESTHESIA"
SB703K,"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MIS LIGAMENT RECONSTRUCTION WITH MENISCAL REPAIR"
SB704K,"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MIS LIGAMENT RECONSTRUCTION WITH MENISCECTOMY"
SB705K,"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MIS LIGAMENT RECONSTRUCTION WITH MICROFRACTURE"
SB706K,"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MIS PRIMARY DOUBLE BUNDLE ACL OR PCL RECONSTRUCTION"
SB707K,"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MIS REVISION ACL RECONSTRUCTION"
SB708K,"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MIS REVISION PCL RECONSTRUCTION"
SB709K,"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, AUTOLOGOUS CHONDROCYTE IMPLANTATION WITH OSTEOTOMY"
SB710K,"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MOSAICPLASTY OR OSTEOARTICULAR TRANSFER SYSTEM (OATS) WITH OSTEOTOMY"
SB711K,"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MULTI-LIGAMENTED KNEE RECONSTRUCTION (3 OR MORE LIGAMENTS)"
SB712K,"KNEE, MENISCUS/CARTILAGE (SMALL DEFECTS), MIS/OPEN MOSAICPLASTY OR OATS"
SB713K,"KNEE, MENISCUS/CARTILAGE, MIS ASSISTED ALLOGRAFT MENISCAL TRANSPLANTATION"
SB714K,"KNEE, MENISCUS/CARTILAGE, MIS CARTILAGE HARVESTING"
SB715K,"KNEE, MENISCUS/CARTILAGE, MIS MENISCAL REPAIR"
SB716K,"KNEE, VARIOUS LESIONS, PRIMARY TOTAL JOINT REPLACEMENT (UNILATERAL) WITH AUGMENTATION, REQUIRING EXTRA IMPLANTS OR BONE GRAFTS, OPEN/MIS/NAVIGATED"
SB717K,"KNEE, VARIOUS LESIONS, REVISION TOTAL JOINT REPLACEMENT, OPEN/MIS/NAVIGATED"
SB800K,"KNEE LIGAMENTS, DISRUPTION, RECONSTRUCTION AND REPAIR"
SB801K,"KNEE, DISLOCATION, OPEN REDUCTION WITH REPAIR OF LIGAMENTS"
SB802K,"KNEE, HEMARTHROSIS, ASPIRATION UNDER GENERAL ANESTHESIA"
SB803K,"KNEE, VARIOUS LESIONS, ARTHRODESIS"
SB804K,"KNEE, VARIOUS LESIONS, ARTHROTOMY"
SB805K,"KNEE, VARIOUS LESIONS, ARTHROTOMY AND SYNOVECTOMY"
SB806K,"KNEE, VARIOUS LESIONS, EXCISION/INTERPOSITION ARTHROPLASTY"
SB808K,"KNEE, VARIOUS LESIONS, MENISCECTOMY WITH/WITHOUT ARTHROSCOPY"
SB809K,"KNEE, VARIOUS LESIONS, TOTAL JOINT REPLACEMENT (BILATERAL)"
SB810K,"KNEE, VARIOUS LESIONS, PRIMARY TOTAL JOINT REPLACEMENT (UNILATERAL), OPEN/MIS/NAVIGATED"
SB700L,"LOWER LIMB, OPEN TENDON RELEASE (INCLUDING OPEN SOFT TISSUE RELEASES E.G. GASTROCNEMIUS RECESSION)"
SB701L,"LOWER LIMB, OPEN TENDON RELEASES AND CAST APPLICATION, HAMSTRING RELEASES"
SB702L,"LOWER LIMB, PERCUTANEOUS TENOTOMY AND CAST APPLICATION, ADDUCTOR TENOTOMY"
SB703L,"LOWER LIMB, PERCUTANEOUS TENOTOMY AND CAST APPLICATION, TA TENOTOMY"
SB800L,"LOWER LIMB, CRUSH INJURIES (EXTENSIVE), DEBRIDEMENT WITH REPAIR OF BONE AND SOFT TISSUES"
SB801L,"LOWER LIMB, CRUSH INJURIES (LIMITED), DEBRIDEMENT WITH REPAIR OF BONE AND SOFT TISSUES"
SB802L,"LOWER LIMB, DEFORMITIES, EPIPHYSIODESIS"
SB803L,"LOWER LIMB, FRACTURES, OPEN REDUCTION AND FIXATION WITH REPAIR OF ARTERIAL INJURIES"
SB804L,"LOWER LIMB, FRACTURES/DISLOCATION, MANIPULATION AND REDUCTION WITH/WITHOUT APPLICATION OF CAST"
SB805L,"LOWER LIMB, LENGTH DISCREPANCIES, LENGTHENING PROCEDURES"
SB806L,"LOWER LIMB, LENGTH DISCREPANCIES, SHORTENING PROCEDURES"
SB807L,"UPPER LIMB/LOWER LIMB, OPEN FRACTURES WITH DEBRIDEMENT AND EXTERNAL FIXATION"
SB808L,"LOWER LIMB, TRAUMATIC AMPUTATION, MAJOR REPLANTATION"
SB809L,"LOWER LIMB, VARIOUS LESIONS, AMPUTATION"
SB810L,"LOWER LIMB, VARIOUS LESIONS, APPLICATION OF CAST"
SB811L,"LOWER LIMB, VARIOUS LESIONS, HINDQUARTER AMPUTATION"
SB812L,"LOWER LIMB, VARIOUS LESIONS, HIP DISARTICULATION"
SB813L,"UPPER LIMB/LOWER LIMB, CLOSED FRACTURES, EXTERNAL FIXATION WITHOUT DEBRIDEMENT OR OTHER PROCEDURES"
SB814L,"LOWER LIMB, ISCHEMIA, FASCIOTOMY"
SB700M,"MANDIBLE AND MAXILLA, VARIOUS LESIONS, OSTEOTOMY AND INSERTION OF DEVICE FOR DISTRACTION OSTEOGENESIS"
SB701M,"MANDIBLE OR MAXILLA, BONY PROTUBERANCE, EXCISION"
SB702M,"MANDIBLE OR MAXILLA, DENTAL IMPLANT(S), OSSEOINTEGRATED, TREPHINE REMOVAL (X NUMBER OF IMPLANTS REMOVED)"
SB703M,"MANDIBLE OR MAXILLA, TUMOR, MARGINAL RESECTION WITH BONE GRAFT"
SB704M,"MANDIBLE OR MAXILLA, VARIOUS LESIONS, SEGMENTAL OSTEOTOMY AND INSERTION OF DEVICE FOR DISTRACTION OSTEOGENESIS AND BONE TRANSPORT"
SB705M,"MANDIBLE OR MAXILLA, VARIOUS LESIONS, VESTIBULOPLASTY, COMPLEX"
SB706M,"MANDIBLE OR MAXILLA, VARIOUS LESIONS, VESTIBULOPLASTY, SIMPLE"
SB707M,"MANDIBLE OR MAXILLA, VARIOUS LESIONS, DENTOALVEOLAR OSTEOTOMY AND INSERTION OF DEVICE FOR DISTRACTION OSTEOGENESIS"
SB708M,"MANDIBLE, ATROPHY, LATERALISATION OF INFERIOR DENTAL NERVE WITH IMPLANT FIXTURES PLACEMENT, BILATERAL."
SB709M,"MANDIBLE, ATROPHY, LATERALISATION OF INFERIOR DENTAL NERVE WITH IMPLANT FIXTURES PLACEMENT, UNILATERAL"
SB710M,"MANDIBLE AND MAXILLA, OLD FRACTURES/OSTEOTOMY, REMOVAL OF PLATES OR WIRES"
SB711M,"MANDIBLE, VARIOUS LESIONS, BODY OR RAMUS OSTEOTOMY WITH INSERTION OF DISTRACTION OSTEOGENESIS DEVICE"
SB712M,"MAXILLA, VARIOUS LESIONS, RESECTION WITH RECONSTRUCTION"
SB713M,"MAXILLA, DEFORMITY, LE FORT I OSTEOTOMY AND INSERTION OF DISTRACTION OSTEOGENESIS DEVICE"
SB800M,"MANDIBLE (EXCLUDING ALVEOLAR MARGINS), VARIOUS LESIONS, COMPLEX OSTEOTOMY/OSTECTOMY"
SB801M,"MANDIBLE AND MAXILLA, VARIOUS LESIONS, OSTEOTOMY INCLUDING SEGMENTAL OSTEOTOMY WITH/WITHOUT GRAFTING"
SB802M,"MANDIBLE OR MAXILLA, ALVEOLAR DEFECT/DEFORMITY, COMPLEX ALVEOLOPLASTY/UNILATERAL (LATERAL WINDOW) SINUS LIFT/RIDGE AUGMENTATION WITH GRAFTING"
SB803M,"MANDIBLE OR MAXILLA, ALVEOLAR DEFECT/DEFORMITY, SIMPLE ALVEOLOPLASTY/BONE REGENERATIVE PROCEDURE"
SB804M,"MANDIBLE, FRACTURE (COMMINUTED), OPEN REDUCTION AND FIXATION"
SB805M,"MANDIBLE, FRACTURE, CLOSED REDUCTION AND FIXATION"
SB806M,"MANDIBLE, FRACTURE, OPEN REDUCTION AND FIXATION"
SB807M,"MANDIBLE OR MAXILLA, ODONTOGENIC CYST (11- 20MM), ENUCLEATION"
SB808M,"MANDIBLE OR MAXILLA, ODONTOGENIC CYST (20MM OR LARGER OR MULTIPLE CYSTS), ENUCLEATION"
SB809M,"MANDIBLE OR MAXILLA, ODONTOGENIC CYST (10MM OR SMALLER), ENUCLEATION"
SB810M,"MANDIBLE OR MAXILLA, ODONTOGENIC CYST, MARSUPIALIZATION"
SB811M,"MANDIBLE OR MAXILLA, OLD FRACTURES / OSTEOTOMY, REMOVAL OF PLATES OR WIRES"
SB812M,"MANDIBLE OR MAXILLA, TUMOR, MARGINAL RESECTION"
SB813M,"MANDIBLE, VARIOUS LESIONS, ALVEOLECTOMY (PER QUADRANT)"
SB814M,"MANDIBLE OR MAXILLA, VARIOUS LESIONS, ALVEOLOPLASTY WITH EPITHELIAL GRAFT OR BILATERAL SINUS-LIFT PROCEDURE OR RIDGE AUGMENTATION (MULTIPLE QUADRANTS) WITH GRAFTING"
SB815M,"MANDIBLE, VARIOUS LESIONS, GENIOPLASTY (COMPLEX - NOT AS A COMBINED PROCEDURE)"
SB816M,"MANDIBLE OR MAXILLA, VARIOUS LESIONS, INSERTION OF ENDOSSEOUS DENTAL IMPLANT (SINGLE)(FOR MULTIPLE PLACEMENT OF IMPLANTS, NUMBER OF CLAIMS = NUMBER OF IMPLANTS PLACED )"
SB817M,"MANDIBLE AND/OR MAXILLA, VARIOUS LESIONS, INSERTION OF TRANSMANDIBULAR IMPLANT/ SUBPERIOSTEAL IMPLANT/ ZYGOMATICUS IMPLANT"
SB818M,"MANDIBLE, VARIOUS LESIONS, MANDIBULAR RAMUS/BODY  OSTECTOMY/OSTEOTOMY WITH SEGMENTAL OSTEOTOMY"
SB819M,"MANDIBLE, VARIOUS LESIONS, MANDIBULAR RAMUS/BODY OSTECTOMY/OSTEOTOMY WITHOUT SEGMENTAL OSTEOTOMY"
SB820M,"MANDIBLE, VARIOUS LESIONS, RECONSTRUCTION WITH BONE"
SB821M,"MANDIBLE, VARIOUS LESIONS, SEGMENTAL OSTECTOMY/OSTEOTOMY (ONE SEGMENT ONLY)"
SB822M,"MANDIBLE, VARIOUS LESIONS, SEGMENTAL RESECTION WITH BONE GRAFT"
SB823M,"MANDIBLE, VARIOUS LESIONS, GENIOPLASTY (SIMPLE - NOT AS A COMBINED PROCEDURE)"
SB824M,"MAXILLA (EXCLUDING ALVEOLAR MARGINS) AND/OR ZYGOMA, VARIOUS LESIONS, COMPLEX OSTECTOMY/OSTEOTOMY"
SB825M,"MAXILLA, ALVEOLAR CLEFT (BILATERAL COMPLETE), BONE GRAFT AND CLOSURE OF NASO BUCCAL FISTULA"
SB826M,"MAXILLA, BILATERAL INCOMPLETE ALVEOLAR CLEFT, BONE GRAFT"
SB827M,"MAXILLA, DEFORMITY - LEFORT I, OSTEOTOMY"
SB828M,"MAXILLA, DEFORMITY - LEFORT II, OSTEOTOMY"
SB829M,"MAXILLA, DEFORMITY - LEFORT III, OSTEOTOMY"
SB830M,"MAXILLA, FRACTURE - LEFORT I, CLOSED REDUCTION AND FIXATION"
SB831M,"MAXILLA, FRACTURE  - LEFORT I, OPEN REDUCTION AND FIXATION"
SB832M,"MAXILLA, FRACTURE - LEFORT II / III, CLOSED REDUCTION AND FIXATION."
SB833M,"MAXILLA DEFORMITY, LE FORT II OSTEOTOMY AND INSERTION OF DISTRACTION OSTEOGENESIS DEVICE"
SB834M,"MAXILLA, FRACTURE - LEFORT II (COMPLEX), OPEN REDUCTION AND FIXATION."
SB835M,"MAXILLA DEFORMITY, LE FORT III OSTEOTOMY AND INSERTION OF DISTRACTION OSTEOGENESIS DEVICE"
SB836M,"MAXILLA, FRACTURE - LEFORT III, OPEN REDUCTION AND FIXATION"
SB837M,"MAXILLA, FRACTURE - LEFORT III, OPEN REDUCTION AND FIXATION USING CRANIOFACIAL APPROACH"
SB838M,"MAXILLA, ALVEOLAR CLEFT (UNILATERAL COMPLETE), BONE GRAFT AND CLOSURE OF NASO BUCCAL FISTULA"
SB839M,"MAXILLA, ALVEOLAR CLEFT (UNILATERAL INCOMPLETE), BONE GRAFT"
SB840M,"MAXILLA, VARIOUS LESIONS, OSTECTOMY/OSTEOTOMY (MORE THAN 1 SEGMENT)"
SB841M,"MAXILLA, VARIOUS LESIONS, RESECTION/HEMIMAXILLECTOMY (OPEN OR ENDOSCOPIC METHOD)"
SB842M,"MAXILLA, VARIOUS LESIONS, OSTECTOMY/OSTEOTOMY (ONE SEGMENT ONLY)"
SB843M,"MUSCLE (LOWER LIMB), DEEP ABSCESS, DRAINAGE"
SB844M,"MUSCLE (LOWER LIMB), RUPTURE, REPAIR"
SB845M,"MUSCLE (LOWER LIMB), VARIOUS LESIONS, MARGINAL EXCISION"
SB846M,"MUSCLE (LOWER LIMB), VARIOUS LESIONS, WIDE EXCISION"
SB847M,"LOWER LIMB, MUSCLE (QUADRICEPS)/TENDON (INCLUDING PATELLAR TENDON), DISRUPTION, REPAIR OR RECONSTRUCTION"
SB848M,"MUSCLE (UPPER LIMB), DEEP ABSCESS, INCISION AND DRAINAGE"
SB849M,"MUSCLE (UPPER LIMB), RUPTURE, REPAIR"
SB850M,"MUSCLE (UPPER LIMB), VARIOUS LESIONS, MARGINAL EXCISION"
SB851M,"MUSCLE (UPPER LIMB), VARIOUS LESIONS, WIDE EXCISION"
SB852M,"MUSCULOSKELETAL SYSTEM, VARIOUS LESIONS, FREE COMPOSITE TISSUE GRAFT"
SB853M,"MUSCULOSKELETAL SYSTEM, VARIOUS LESIONS, STEINMAN PINS INSERTION"
SB800N,"DIGIT(S), NAIL BED, DEFORMITY/DEFECT, RECONSTRUCTION"
SB801N,"NAIL BED, LACERATION, REPAIR (MULTIPLE)"
SB802N,"NAIL BED, LACERATION, REPAIR (SINGLE)"
SB803N,"NAIL, INFECTION/INJURY, AVULSION"
SB804N,"NECK, TORTICOLLIS, CORRECTION"
SB700O,"OTHERS, AUTOLOGOUS CHONDROCYTE IMPLANTATION"
SB700P,"PATELLA, HABITUAL DISLOCATION- LATERAL RELEASE, MEDIAL PLICATION"
SB701P,"PELVIS, FRACTURE, FIXATION OF ANTERIOR AND POSTERIOR RING"
SB702P,"PELVIS, FRACTURE, PLATE/SCREW FIXATION"
SB800P,"PATELLA, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION"
SB801P,"PATELLA, RECURRENT DISLOCATION/CHONDROMALACIA, RECONSTRUCTION"
SB802P,"PATELLA, VARIOUS LESIONS, PATELLECTOMY"
SB803P,"PELVIS, FRACTURE (DOUBLE COLUMNS), OPEN REDUCTION AND INTERNAL FIXATION"
SB804P,"PELVIS, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION"
SB700R,"RADIUS AND ULNA, FRACTURE/DISLOCATION, NON UNION/DELAYED UNION BONE GRAFTING AND RE-FIXATION"
SB701R,"RADIUS AND ULNA, FRACTURE/DISLOCATION, NON UNION/DELAYED UNION BONE GRAFTING ONLY"
SB800R,"RADIUS (HEAD), VARIOUS LESIONS, EXCISION"
SB801R,"RADIUS AND ULNA, FRACTURE/DISLOCATION, OPEN REDUCTION AND INTERNAL FIXATION WITH OR WITHOUT BONE GRAFTING"
SB700S,"SHOULDER, THERAPEUTIC ARTHROSCOPY"
SB701S,"SHOULDER FRACTURE/DISLOCATION, OPEN REDUCTION AND INTERNAL FIXATION (2 PART FRACTURE)"
SB702S,"SHOULDER FRACTURE/DISLOCATION, OPEN REDUCTION AND INTERNAL FIXATION (3 OR MORE PART FRACTURE)"
SB704S,"SACRUM, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION"
SB705S,"SCAPULA, SCAPULAR FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) WITH PLATING"
SB707S,"SHOULDER, SHOULDER SOFT TISSUE INJURY, MIS/OPEN BANKART OR SUPERIOR LABRUM FROM ANTERIOR TO POSTERIOR (SLAP) REPAIR"
SB708S,"SHOULDER, SHOULDER SOFT TISSUE INJURY, MIS/OPEN BANKART REPAIR WITH SUPERIOR LABRUM FROM ANTERIOR TO POSTERIOR (SLAP) REPAIR/ROTATOR CUFF REPAIR"
SB709S,"SHOULDER, SHOULDER SOFT TISSUE INJURY, MIS/OPEN DECOMPRESSION ALONE"
SB710S,"SHOULDER, SHOULDER SOFT TISSUE INJURY, MIS/OPEN DECOMPRESSION WITH CUFF REPAIR"
SB711S,"SHOULDER, SHOULDER SOFT TISSUE INJURY, MIS/OPEN DECOMPRESSION WITH CUFF REPAIR & EXCISION OF DISTAL CLAVICLE"
SB712S,"SHOULDER, SHOULDER SOFT TISSUE INJURY, MIS/OPEN DECOMPRESSION WITH EXCISION OF DISTAL CLAVICLE"
SB713S,"SHOULDER, SHOULDER SOFT TISSUE INJURY, SHOULDER RECONSTRUCTION (EG, BRISTOW/LATARJET PROCEDURE)"
SB714S,"SHOULDER, VARIOUS LESIONS,  PRIMARY TOTAL JOINT REPLACEMENT WITH AUGMENTATION, REQUIRING EXTRA IMPLANTS OR BONE GRAFTS, OPEN/MIS/NAVIGATED"
SB715S,"SHOULDER, VARIOUS LESIONS, PRIMARY TOTAL JOINT REPLACEMENT, OPEN/MIS/NAVIGATED"
SB716S,"SHOULDER, VARIOUS LESIONS, REVISION TOTAL JOINT REPLACEMENT,OPEN/MIS/NAVIGATED"
SB722S,"SPINE (EXCLUDING CERVICAL SPINE), VARIOUS LESIONS, POSTERIOR DECOMPRESSION AND/OR DISCECTOMY WITHOUT INSERTION OF INTERSPINOUS DEVICE (2 OR MORE SEGMENTS) WITHOUT INSTRUMENTED FUSION"
SB723S,"SPINE (EXCLUDING CERVICAL SPINE), VARIOUS LESIONS, POSTERIOR DECOMPRESSION AND/OR DISCECTOMY WITHOUT INSERTION OF INTERSPINOUS DEVICE (1 SEGMENT) WITHOUT INSTRUMENTED FUSION"
SB724S,"SPINE, REMOVAL OF SPINE IMPLANTS WITHOUT OTHER PROCEDURES (POSTERIOR APPROACH)"
SB725S,"SPINE, REMOVAL OR REVISION OF PORT E.G. PORT-A- CATH"
SB726S,"SPINE, VARIOUS LESIONS, REVISION SURGERY, DECOMPRESSION AND/OR DISCECTOMY, WITHOUT INSTRUMENTATION"
SB728S,"SPINE, VARIOUS LESIONS, ANTERIOR DECOMPRESSION, CORPECTOMY, DEBRIDEMENT, BIOPSY STABILISATION WITHOUT INSTRUMENTATION"
SB730S,"SPINE (EXCLUDING CERVICAL SPINE), VARIOUS LESIONS, INTERBODY FUSION (SINGLE SEGMENT) WITH ANTERIOR/POSTERIOR INSTRUMENTATION"
SB731S,"SPINE (EXCLUDING CERVICAL SPINE), VARIOUS LESIONS, INTERBODY FUSION (SINGLE SEGMENT) WITHOUT ANTERIOR/POSTERIOR INSTRUMENTATION"
SB733S,"CERVICAL SPINE, VARIOUS LESIONS,ANTERIOR DECOMPRESSION AND FUSION OR DISC REPLACEMENT (3 OR MORE SEGMENTS)"
SB735S,"SPINE, DISCOGRAM (MORE THAN 2 LEVELS)"
SB736S,"SPINE, DISCOGRAM (1 TO 2 LEVELS)"
SB737S,"SPINE, PERCUTANEOUS DISC ABLATION, 2 OR MORE LEVELS (EG. IDET - INTRADISCAL ELECTROTHERMAL ANNULOPLASTY)"
SB738S,"SPINE, PERCUTANEOUS DISC ABLATION, SINGLE LEVEL (EG IDET - INTRADISCAL ELECTROTHERMAL ANNULOPLASTY)"
SB739S,"SPINE, VERTEBROPLASTY OR KYPHOPLASTY (MULTIPLE LEVELS)"
SB740S,"SPINE, VERTEBROPLASTY OR KYPHOPLASTY (SINGLE LEVEL)"
SB741S,"SPINE, VARIOUS LESIONS, POSTERIOR INSTRUMENTATION (3 OR MORE SEGMENTS) WITH/WITHOUT DECOMPRESSION AND WITHOUT INTERBODY FUSION"
SB742S,"SCAPULA, COMPLEX SCAPULAR FRACTURE (WITH/WITHOUT GLENOHUMERAL JOINT INVOLVEMENT), OPEN REDUCTION AND INTERNAL FIXATION (ORIF)"
SB745S,"CERVICAL SPINE, CLOSED REDUCTION WITHOUT APPLICATION OF SKULL DEVICES OR OTHER PROCEDURES"
SB746S,"CERVICAL SPINE, APPLICATION OF HALO DEVICE WITHOUT OTHER PROCEDURES"
SB747S,"SPINE, REMOVAL OF SPINE IMPLANTS WITHOUT OTHER PROCEDURES (ANTERIOR APPROACH)"
SB748S,"SPINE, INFECTION, POSTERIOR DRAINAGE AND DEBRIDEMENT WITHOUT FUSION OR OTHER PROCEDURES"
SB749S,"SPINE, INFECTION, POSTERIOR DRAINAGE, DEBRIDEMENT AND REMOVAL OF IMPLANTS, WITHOUT FUSION OR OTHER PROCEDURES"
SB750S,"SPINE, INFECTION, ANTERIOR DRAINAGE AND DEBRIDEMENT WITHOUT FUSION OR OTHER PROCEDURES"
SB751S,"SPINE, INFECTION, ANTERIOR DRAINAGE, DEBRIDEMENT AND REMOVAL OF IMPLANTS WITHOUT FUSION OR OTHER PROCEDURES"
SB752S,"SPINE, VARIOUS LESIONS, POSTERIOR INSTRUMENTATION (1 SEGMENT) WITH/WITHOUT DECOMPRESSION AND WITHOUT INTERBODY FUSION"
SB753S,"SPINE, VARIOUS LESIONS, POSTERIOR INSTRUMENTATION (2 SEGMENTS) WITH/WITHOUT DECOMPRESSION AND WITHOUT INTERBODY FUSION"
SB754S,"SPINE (EXCLUDING CERVICAL SPINE), VARIOUS LESIONS, INTERBODY FUSION (MULTIPLE SEGMENTS) WITH ANTERIOR/POSTERIOR INSTRUMENTATION"
SB755S,"SPINE (EXCLUDING CERVICAL SPINE), VARIOUS LESIONS, ANTERIOR CORPECTOMY AND FUSION WITH/WITHOUT INSTRUMENTATION (SINGLE VERTEBRAE)"
SB756S,"SPINE (EXCLUDING CERVICAL SPINE), VARIOUS LESIONS, ANTERIOR CORPECTOMY AND FUSION WITH/WITHOUT INSTRUMENTATION (TWO OR MORE VERTEBRA)"
SB757S,"SPINE, VARIOUS LESIONS, REVISION SURGERY, DECOMPRESSION AND/OR DISCECTOMY, WITH REVISION OF INSTRUMENTATION"
SB758S,"SPINE (EXCLUDING CERVICAL SPINE), VARIOUS LESIONS, POSTERIOR DECOMPRESSION AND/OR DISCECTOMY WITH INSERTION OF INTERSPINOUS DEVICE (2 OR MORE SEGMENTS) WITHOUT INSTRUMENTED FUSION"
SB759S,"SPINE (EXCLUDING CERVICAL SPINE), VARIOUS LESIONS, POSTERIOR DECOMPRESSION AND/OR DISCECTOMY WITH INSERTION OF INTERSPINOUS DEVICE (1 SEGMENT) WITHOUT INSTRUMENTED FUSION"
SB800S,"SHOULDER, DEFORMITIES, CORRECTIVE SURGERY, OSTEOTOMY"
SB801S,"SHOULDER, ACROMIOCLAVICULAR JOINT STABILISATION/RECONSTRUCTION"
SB802S,"SHOULDER, VARIOUS LESIONS, HEMIARTHROPLASTY"
SB803S,"SOFT TISSUE (LOWER LIMB), SMALL TUMORS (BENIGN), EXCISION UNDER LOCAL ANESTHESIA"
SB805S,"CERVICAL SPINE, VARIOUS LESIONS, LAMINOPLASTY (WITHOUT INSTRUMENTATION)"
SB806S,"CERVICAL SPINE, EXCISION OF CERVICAL RIB"
SB807S,"CERVICAL SPINE, CLOSED REDUCTION WITH APPLICATION OF SKULL DEVICES BUT WITHOUT OTHER PROCEDURES"
SB808S,"SPINE, DEFORMITIES, THREE-COLUMN OSTEOTOMY (SUCH AS PSO, VCR, TOTAL SPONDYLECTOMY OR THEIR EQUIVALENT)"
SB809S,"SPINE, FRACTURE-DISLOCATION, OPEN REDUCTION AND STABILISATION"
SB810S,"SPINE (EXCLUDING CERVICAL SPINE), VARIOUS LESIONS, INTERBODY FUSION (MULTIPLE SEGMENTS) WITHOUT ANTERIOR/POSTERIOR INSTRUMENTATION"
SB811S,"SPINE, PROLAPSED DISC, NUCLEOPLASTY"
SB814S,"SPINE, SYRINGOMYELIA, LAMINECTOMY AND DRAINAGE"
SB818S,"SPINE, VARIOUS LESIONS, SPINAL RHIZOLYSIS INVOLVING EXPOSURE OF SPINAL NERVE ROOTS"
SB700T,"TENDON (UPPER LIMB), VARIOUS LESIONS, TENDON TRANSFER (MULTIPLE)"
SB701T,"TIBIA, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION WITH PLATES AND SCREWS, COMMINUTED"
SB702T,"TIBIA, TIBIAL PLATEAU, COMMINUTED BICONDYLAR, ORIF"
SB703T,"TIBIA, TIBIAL PLATEAU, UNICONDYLAR COMMINUTED/SIMPLE BICONDYLAR, ORIF"
SB704T,"TIBIA, TIBIAL PLATEAU, UNICONDYLAR, ORIF"
SB705T,"TIBIA, TIBIAL SHAFT FRACTURE, INTRAMEDULLARY NAILING (LOCKED/UNLOCKED)"
SB707T,"TOES, VARIOUS LESIONS, RAY AMPUTATION (TWO TO FOUR RAYS)"
SB708T,"TOES, VARIOUS LESIONS, RAY AMPUTATION (SINGLE)"
SB709T,"TOES, TOE DEFORMITY"
